datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2022.07.12,00:00,23:59,Olympia,0,0,0,13.0,25.2,0.0,63,12.4
2022.07.13,00:00,23:59,Arnulf,2130,104,2234,14.5,30.9,0.0,61,11.8
2022.07.13,00:00,23:59,Erhardt,4930,4528,9458,14.5,30.9,0.0,61,11.8
2022.07.13,00:00,23:59,Hirsch,1489,1569,3058,14.5,30.9,0.0,61,11.8
2022.07.13,00:00,23:59,Kreuther,793,613,1406,14.5,30.9,0.0,61,11.8
2022.07.13,00:00,23:59,Margareten,3113,3141,6254,14.5,30.9,0.0,61,11.8
2022.07.13,00:00,23:59,Olympia,0,0,0,14.5,30.9,0.0,61,11.8
2022.07.14,00:00,23:59,Arnulf,2280,113,2393,19.9,33.8,0.3,75,12.7
2022.07.14,00:00,23:59,Erhardt,5035,4583,9618,19.9,33.8,0.3,75,12.7
2022.07.14,00:00,23:59,Hirsch,1359,1422,2781,19.9,33.8,0.3,75,12.7
2022.07.14,00:00,23:59,Kreuther,717,541,1258,19.9,33.8,0.3,75,12.7
2022.07.14,00:00,23:59,Margareten,2928,2883,5811,19.9,33.8,0.3,75,12.7
2022.07.14,00:00,23:59,Olympia,0,0,0,19.9,33.8,0.3,75,12.7
2022.07.15,00:00,23:59,Arnulf,1976,99,2075,16.7,26.3,0.0,53,12.1
2022.07.15,00:00,23:59,Erhardt,4356,4023,8379,16.7,26.3,0.0,53,12.1
2022.07.15,00:00,23:59,Hirsch,1140,1141,2281,16.7,26.3,0.0,53,12.1
2022.07.15,00:00,23:59,Kreuther,680,526,1206,16.7,26.3,0.0,53,12.1
2022.07.15,00:00,23:59,Margareten,2799,2811,5610,16.7,26.3,0.0,53,12.1
2022.07.15,00:00,23:59,Olympia,0,0,0,16.7,26.3,0.0,53,12.1
2022.07.16,00:00,23:59,Arnulf,1502,50,1552,15.1,26.5,0.0,18,15.0
2022.07.16,00:00,23:59,Erhardt,4215,3801,8016,15.1,26.5,0.0,18,15.0
2022.07.16,00:00,23:59,Hirsch,690,652,1342,15.1,26.5,0.0,18,15.0
2022.07.16,00:00,23:59,Kreuther,438,350,788,15.1,26.5,0.0,18,15.0
2022.07.16,00:00,23:59,Margareten,2293,2341,4634,15.1,26.5,0.0,18,15.0
2022.07.16,00:00,23:59,Olympia,0,0,0,15.1,26.5,0.0,18,15.0
2022.07.17,00:00,23:59,Arnulf,1222,72,1294,12.5,28.0,0.0,11,15.1
2022.07.17,00:00,23:59,Erhardt,4183,3915,8098,12.5,28.0,0.0,11,15.1
2022.07.17,00:00,23:59,Hirsch,675,641,1316,12.5,28.0,0.0,11,15.1
2022.07.17,00:00,23:59,Kreuther,379,330,709,12.5,28.0,0.0,11,15.1
2022.07.17,00:00,23:59,Margareten,2001,1750,3751,12.5,28.0,0.0,11,15.1
2022.07.17,00:00,23:59,Olympia,0,0,0,12.5,28.0,0.0,11,15.1
2022.07.18,00:00,23:59,Arnulf,2050,105,2155,13.6,30.8,0.0,50,14.7
2022.07.18,00:00,23:59,Erhardt,4468,4124,8592,13.6,30.8,0.0,50,14.7
2022.07.18,00:00,23:59,Hirsch,1400,1501,2901,13.6,30.8,0.0,50,14.7
2022.07.18,00:00,23:59,Kreuther,736,540,1276,13.6,30.8,0.0,50,14.7
2022.07.18,00:00,23:59,Margareten,3007,2950,5957,13.6,30.8,0.0,50,14.7
2022.07.18,00:00,23:59,Olympia,0,0,0,13.6,30.8,0.0,50,14.7
2022.07.19,00:00,23:59,Arnulf,2217,92,2309,15.3,33.3,0.0,0,15.0
2022.07.19,00:00,23:59,Erhardt,5265,4667,9932,15.3,33.3,0.0,0,15.0
2022.07.19,00:00,23:59,Hirsch,1449,1464,2913,15.3,33.3,0.0,0,15.0
2022.07.19,00:00,23:59,Kreuther,744,623,1367,15.3,33.3,0.0,0,15.0
2022.07.19,00:00,23:59,Margareten,3126,3065,6191,15.3,33.3,0.0,0,15.0
2022.07.19,00:00,23:59,Olympia,0,0,0,15.3,33.3,0.0,0,15.0
2022.07.20,00:00,23:59,Arnulf,2131,87,2218,16.6,36.8,0.8,58,12.0
2022.07.20,00:00,23:59,Erhardt,5219,4706,9925,16.6,36.8,0.8,58,12.0
2022.07.20,00:00,23:59,Hirsch,1325,1354,2679,16.6,36.8,0.8,58,12.0
2022.07.20,00:00,23:59,Kreuther,757,551,1308,16.6,36.8,0.8,58,12.0
2022.07.20,00:00,23:59,Margareten,2965,2943,5908,16.6,36.8,0.8,58,12.0
2022.07.20,00:00,23:59,Olympia,0,0,0,16.6,36.8,0.8,58,12.0
2022.07.21,00:00,23:59,Arnulf,1947,105,2052,19.1,24.6,0.7,69,2.8
2022.07.21,00:00,23:59,Erhardt,3824,3639,7463,19.1,24.6,0.7,69,2.8
2022.07.21,00:00,23:59,Hirsch,1163,1204,2367,19.1,24.6,0.7,69,2.8
2022.07.21,00:00,23:59,Kreuther,654,510,1164,19.1,24.6,0.7,69,2.8
2022.07.21,00:00,23:59,Margareten,2654,2551,5205,19.1,24.6,0.7,69,2.8
2022.07.21,00:00,23:59,Olympia,0,0,0,19.1,24.6,0.7,69,2.8
2022.07.22,00:00,23:59,Arnulf,1960,103,2063,15.9,32.0,3.3,24,14.3
2022.07.22,00:00,23:59,Erhardt,4592,4169,8761,15.9,32.0,3.3,24,14.3
2022.07.22,00:00,23:59,Hirsch,1078,1190,2268,15.9,32.0,3.3,24,14.3
2022.07.22,00:00,23:59,Kreuther,655,507,1162,15.9,32.0,3.3,24,14.3
2022.07.22,00:00,23:59,Margareten,2792,2737,5529,15.9,32.0,3.3,24,14.3
2022.07.22,00:00,23:59,Olympia,0,0,0,15.9,32.0,3.3,24,14.3
2022.07.23,00:00,23:59,Arnulf,1208,72,1280,17.6,26.6,0.1,94,3.6
2022.07.23,00:00,23:59,Erhardt,2900,2790,5690,17.6,26.6,0.1,94,3.6
2022.07.23,00:00,23:59,Hirsch,526,593,1119,17.6,26.6,0.1,94,3.6
2022.07.23,00:00,23:59,Kreuther,313,259,572,17.6,26.6,0.1,94,3.6
2022.07.23,00:00,23:59,Margareten,1944,1892,3836,17.6,26.6,0.1,94,3.6
2022.07.23,00:00,23:59,Olympia,0,0,0,17.6,26.6,0.1,94,3.6
2022.07.24,00:00,23:59,Arnulf,1331,83,1414,17.9,30.9,0.0,31,12.8
2022.07.24,00:00,23:59,Erhardt,4211,3914,8125,17.9,30.9,0.0,31,12.8
2022.07.24,00:00,23:59,Hirsch,676,615,1291,17.9,30.9,0.0,31,12.8
2022.07.24,00:00,23:59,Kreuther,379,341,720,17.9,30.9,0.0,31,12.8
2022.07.24,00:00,23:59,Margareten,1845,1682,3527,17.9,30.9,0.0,31,12.8
2022.07.24,00:00,23:59,Olympia,0,0,0,17.9,30.9,0.0,31,12.8
2022.07.25,00:00,23:59,Arnulf,1943,83,2026,17.9,35.5,22.5,24,14.0
2022.07.25,00:00,23:59,Erhardt,4184,4225,8409,17.9,35.5,22.5,24,14.0
2022.07.25,00:00,23:59,Hirsch,1253,1345,2598,17.9,35.5,22.5,24,14.0
2022.07.25,00:00,23:59,Kreuther,699,512,1211,17.9,35.5,22.5,24,14.0
2022.07.25,00:00,23:59,Margareten,2801,2785,5586,17.9,35.5,22.5,24,14.0
2022.07.25,00:00,23:59,Olympia,0,0,0,17.9,35.5,22.5,24,14.0
2022.07.26,00:00,23:59,Arnulf,1580,65,1645,17.4,23.9,2.7,90,2.5
2022.07.26,00:00,23:59,Erhardt,3005,3131,6136,17.4,23.9,2.7,90,2.5
2022.07.26,00:00,23:59,Hirsch,989,1021,2010,17.4,23.9,2.7,90,2.5
2022.07.26,00:00,23:59,Kreuther,546,432,978,17.4,23.9,2.7,90,2.5
2022.07.26,00:00,23:59,Margareten,2372,2305,4677,17.4,23.9,2.7,90,2.5
2022.07.26,00:00,23:59,Olympia,0,0,0,17.4,23.9,2.7,90,2.5
2022.07.27,00:00,23:59,Arnulf,2247,109,2356,16.1,25.3,0.0,75,6.4
2022.07.27,00:00,23:59,Erhardt,4243,4449,8692,16.1,25.3,0.0,75,6.4
2022.07.27,00:00,23:59,Hirsch,1520,1573,3093,16.1,25.3,0.0,75,6.4
2022.07.27,00:00,23:59,Kreuther,787,594,1381,16.1,25.3,0.0,75,6.4
2022.07.27,00:00,23:59,Margareten,2978,2922,5900,16.1,25.3,0.0,75,6.4
2022.07.27,00:00,23:59,Olympia,0,0,0,16.1,25.3,0.0,75,6.4
2022.07.28,00:00,23:59,Arnulf,2190,77,2267,15.0,27.8,0.0,35,13.3
2022.07.28,00:00,23:59,Erhardt,4572,4675,9247,15.0,27.8,0.0,35,13.3
2022.07.28,00:00,23:59,Hirsch,1472,1507,2979,15.0,27.8,0.0,35,13.3
2022.07.28,00:00,23:59,Kreuther,776,633,1409,15.0,27.8,0.0,35,13.3
2022.07.28,00:00,23:59,Margareten,3018,2961,5979,15.0,27.8,0.0,35,13.3
2022.07.28,00:00,23:59,Olympia,0,0,0,15.0,27.8,0.0,35,13.3
2022.07.29,00:00,23:59,Arnulf,1564,78,1642,16.5,27.7,3.2,90,6.7
2022.07.29,00:00,23:59,Erhardt,2959,3229,6188,16.5,27.7,3.2,90,6.7
2022.07.29,00:00,23:59,Hirsch,923,950,1873,16.5,27.7,3.2,90,6.7
2022.07.29,00:00,23:59,Kreuther,560,500,1060,16.5,27.7,3.2,90,6.7
2022.07.29,00:00,23:59,Margareten,2575,2461,5036,16.5,27.7,3.2,90,6.7
2022.07.29,00:00,23:59,Olympia,0,0,0,16.5,27.7,3.2,90,6.7
2022.07.30,00:00,23:59,Arnulf,1356,61,1417,16.4,25.7,0.4,68,8.6
2022.07.30,00:00,23:59,Erhardt,2963,3060,6023,16.4,25.7,0.4,68,8.6
2022.07.30,00:00,23:59,Hirsch,616,611,1227,16.4,25.7,0.4,68,8.6
2022.07.30,00:00,23:59,Kreuther,341,339,680,16.4,25.7,0.4,68,8.6
2022.07.30,00:00,23:59,Margareten,2070,1926,3996,16.4,25.7,0.4,68,8.6
2022.07.30,00:00,23:59,Olympia,0,0,0,16.4,25.7,0.4,68,8.6
2022.07.31,00:00,23:59,Arnulf,1368,72,1440,16.3,28.1,0.0,81,7.1
2022.07.31,00:00,23:59,Erhardt,3500,3466,6966,16.3,28.1,0.0,81,7.1
2022.07.31,00:00,23:59,Hirsch,700,708,1408,16.3,28.1,0.0,81,7.1
2022.07.31,00:00,23:59,Kreuther,379,282,661,16.3,28.1,0.0,81,7.1
2022.07.31,00:00,23:59,Margareten,1769,1624,3393,16.3,28.1,0.0,81,7.1
2022.07.31,00:00,23:59,Olympia,0,0,0,16.3,28.1,0.0,81,7.1
2022.08.01,00:00,23:59,Arnulf,1843,98,1941,16.7,29.0,3.9,81,7.9
2022.08.01,00:00,23:59,Erhardt,3286,3259,6545,16.7,29.0,3.9,81,7.9
2022.08.01,00:00,23:59,Hirsch,1203,1209,2412,16.7,29.0,3.9,81,7.9
2022.08.01,00:00,23:59,Kreuther,592,432,1024,16.7,29.0,3.9,81,7.9
2022.08.01,00:00,23:59,Margareten,2500,2443,4943,16.7,29.0,3.9,81,7.9
2022.08.01,00:00,23:59,Olympia,0,0,0,16.7,29.0,3.9,81,7.9
2022.08.02,00:00,23:59,Arnulf,2311,111,2422,16.2,28.7,0.0,78,12.0
2022.08.02,00:00,23:59,Erhardt,4376,4389,8765,16.2,28.7,0.0,78,12.0
2022.08.02,00:00,23:59,Hirsch,1455,1515,2970,16.2,28.7,0.0,78,12.0
2022.08.02,00:00,23:59,Kreuther,700,531,1231,16.2,28.7,0.0,78,12.0
2022.08.02,00:00,23:59,Margareten,2841,2669,5510,16.2,28.7,0.0,78,12.0
2022.08.02,00:00,23:59,Olympia,0,0,0,16.2,28.7,0.0,78,12.0
2022.08.03,00:00,23:59,Arnulf,2251,100,2351,15.2,32.5,0.0,9,14.6
2022.08.03,00:00,23:59,Erhardt,4507,4445,8952,15.2,32.5,0.0,9,14.6
2022.08.03,00:00,23:59,Hirsch,1363,1404,2767,15.2,32.5,0.0,9,14.6
2022.08.03,00:00,23:59,Kreuther,660,518,1178,15.2,32.5,0.0,9,14.6
2022.08.03,00:00,23:59,Margareten,2868,2760,5628,15.2,32.5,0.0,9,14.6
2022.08.03,00:00,23:59,Olympia,0,0,0,15.2,32.5,0.0,9,14.6
2022.08.04,00:00,23:59,Arnulf,2224,105,2329,17.0,34.6,0.0,0,14.5
2022.08.04,00:00,23:59,Erhardt,4380,4294,8674,17.0,34.6,0.0,0,14.5
2022.08.04,00:00,23:59,Hirsch,1236,1279,2515,17.0,34.6,0.0,0,14.5
2022.08.04,00:00,23:59,Kreuther,590,440,1030,17.0,34.6,0.0,0,14.5
2022.08.04,00:00,23:59,Margareten,2677,2493,5170,17.0,34.6,0.0,0,14.5
2022.08.04,00:00,23:59,Olympia,0,0,0,17.0,34.6,0.0,0,14.5
2022.08.05,00:00,23:59,Arnulf,1650,89,1739,17.7,31.6,25.0,69,9.7
2022.08.05,00:00,23:59,Erhardt,3151,3209,6360,17.7,31.6,25.0,69,9.7
2022.08.05,00:00,23:59,Hirsch,941,910,1851,17.7,31.6,25.0,69,9.7
2022.08.05,00:00,23:59,Kreuther,459,358,817,17.7,31.6,25.0,69,9.7
2022.08.05,00:00,23:59,Margareten,2390,2237,4627,17.7,31.6,25.0,69,9.7
2022.08.05,00:00,23:59,Olympia,0,0,0,17.7,31.6,25.0,69,9.7
2022.08.06,00:00,23:59,Arnulf,939,61,1000,14.3,20.2,0.5,100,0.6
2022.08.06,00:00,23:59,Erhardt,1638,1735,3373,14.3,20.2,0.5,100,0.6
2022.08.06,00:00,23:59,Hirsch,392,393,785,14.3,20.2,0.5,100,0.6
2022.08.06,00:00,23:59,Kreuther,215,201,416,14.3,20.2,0.5,100,0.6
2022.08.06,00:00,23:59,Margareten,1352,1291,2643,14.3,20.2,0.5,100,0.6
2022.08.06,00:00,23:59,Olympia,0,0,0,14.3,20.2,0.5,100,0.6
2022.08.07,00:00,23:59,Arnulf,1172,76,1248,15.2,23.8,0.0,93,8.3
2022.08.07,00:00,23:59,Erhardt,3323,3164,6487,15.2,23.8,0.0,93,8.3
2022.08.07,00:00,23:59,Hirsch,688,624,1312,15.2,23.8,0.0,93,8.3
2022.08.07,00:00,23:59,Kreuther,375,341,716,15.2,23.8,0.0,93,8.3
2022.08.07,00:00,23:59,Margareten,1499,1451,2950,15.2,23.8,0.0,93,8.3
2022.08.07,00:00,23:59,Olympia,0,0,0,15.2,23.8,0.0,93,8.3
2022.08.08,00:00,23:59,Arnulf,1865,105,1970,13.6,25.8,0.0,31,13.2
2022.08.08,00:00,23:59,Erhardt,3333,3331,6664,13.6,25.8,0.0,31,13.2
2022.08.08,00:00,23:59,Hirsch,1223,1242,2465,13.6,25.8,0.0,31,13.2
2022.08.08,00:00,23:59,Kreuther,567,436,1003,13.6,25.8,0.0,31,13.2
2022.08.08,00:00,23:59,Margareten,2445,2343,4788,13.6,25.8,0.0,31,13.2
2022.08.08,00:00,23:59,Olympia,0,0,0,13.6,25.8,0.0,31,13.2
2022.08.09,00:00,23:59,Arnulf,2199,99,2298,13.1,26.4,0.0,0,14.2
2022.08.09,00:00,23:59,Erhardt,4232,4088,8320,13.1,26.4,0.0,0,14.2
2022.08.09,00:00,23:59,Hirsch,1316,1382,2698,13.1,26.4,0.0,0,14.2
2022.08.09,00:00,23:59,Kreuther,641,505,1146,13.1,26.4,0.0,0,14.2
2022.08.09,00:00,23:59,Margareten,2605,2503,5108,13.1,26.4,0.0,0,14.2
2022.08.09,00:00,23:59,Olympia,0,0,0,13.1,26.4,0.0,0,14.2
2022.08.10,00:00,23:59,Arnulf,2121,90,2211,14.6,26.5,0.0,3,14.1
2022.08.10,00:00,23:59,Erhardt,3799,4017,7816,14.6,26.5,0.0,3,14.1
2022.08.10,00:00,23:59,Hirsch,1237,1303,2540,14.6,26.5,0.0,3,14.1
2022.08.10,00:00,23:59,Kreuther,631,521,1152,14.6,26.5,0.0,3,14.1
2022.08.10,00:00,23:59,Margareten,2607,2474,5081,14.6,26.5,0.0,3,14.1
2022.08.10,00:00,23:59,Olympia,0,0,0,14.6,26.5,0.0,3,14.1
2022.08.11,00:00,23:59,Arnulf,2142,104,2246,14.4,27.4,0.0,31,13.5
2022.08.11,00:00,23:59,Erhardt,3651,3755,7406,14.4,27.4,0.0,31,13.5
2022.08.11,00:00,23:59,Hirsch,1221,1202,2423,14.4,27.4,0.0,31,13.5
2022.08.11,00:00,23:59,Kreuther,530,443,973,14.4,27.4,0.0,31,13.5
2022.08.11,00:00,23:59,Margareten,2461,2280,4741,14.4,27.4,0.0,31,13.5
2022.08.11,00:00,23:59,Olympia,0,0,0,14.4,27.4,0.0,31,13.5
2022.08.12,00:00,23:59,Arnulf,1699,94,1793,12.8,25.7,0.0,16,13.1
2022.08.12,00:00,23:59,Erhardt,3013,3097,6110,12.8,25.7,0.0,16,13.1
2022.08.12,00:00,23:59,Hirsch,953,960,1913,12.8,25.7,0.0,16,13.1
2022.08.12,00:00,23:59,Kreuther,477,350,827,12.8,25.7,0.0,16,13.1
2022.08.12,00:00,23:59,Margareten,2178,2081,4259,12.8,25.7,0.0,16,13.1
2022.08.12,00:00,23:59,Olympia,0,0,0,12.8,25.7,0.0,16,13.1
2022.08.13,00:00,23:59,Arnulf,1313,65,1378,12.1,26.1,0.0,74,11.4
2022.08.13,00:00,23:59,Erhardt,2585,2536,5121,12.1,26.1,0.0,74,11.4
2022.08.13,00:00,23:59,Hirsch,497,512,1009,12.1,26.1,0.0,74,11.4
2022.08.13,00:00,23:59,Kreuther,346,305,651,12.1,26.1,0.0,74,11.4
2022.08.13,00:00,23:59,Margareten,1610,1644,3254,12.1,26.1,0.0,74,11.4
2022.08.13,00:00,23:59,Olympia,0,0,0,12.1,26.1,0.0,74,11.4
2022.08.14,00:00,23:59,Arnulf,1296,76,1372,12.9,30.4,0.1,19,13.3
2022.08.14,00:00,23:59,Erhardt,2642,2871,5513,12.9,30.4,0.1,19,13.3
2022.08.14,00:00,23:59,Hirsch,555,528,1083,12.9,30.4,0.1,19,13.3
2022.08.14,00:00,23:59,Kreuther,321,241,562,12.9,30.4,0.1,19,13.3
2022.08.14,00:00,23:59,Margareten,1431,1335,2766,12.9,30.4,0.1,19,13.3
2022.08.14,00:00,23:59,Olympia,0,0,0,12.9,30.4,0.1,19,13.3
2022.08.15,00:00,23:59,Arnulf,1225,42,1267,18.7,28.1,0.0,88,4.9
2022.08.15,00:00,23:59,Erhardt,2298,2462,4760,18.7,28.1,0.0,88,4.9
2022.08.15,00:00,23:59,Hirsch,532,616,1148,18.7,28.1,0.0,88,4.9
2022.08.15,00:00,23:59,Kreuther,299,271,570,18.7,28.1,0.0,88,4.9
2022.08.15,00:00,23:59,Margareten,1430,1299,2729,18.7,28.1,0.0,88,4.9
2022.08.15,00:00,23:59,Olympia,0,0,0,18.7,28.1,0.0,88,4.9
2022.08.16,00:00,23:59,Arnulf,1825,86,1911,17.0,29.3,0.0,19,12.5
2022.08.16,00:00,23:59,Erhardt,3373,3435,6808,17.0,29.3,0.0,19,12.5
2022.08.16,00:00,23:59,Hirsch,1142,1120,2262,17.0,29.3,0.0,19,12.5
2022.08.16,00:00,23:59,Kreuther,498,359,857,17.0,29.3,0.0,19,12.5
2022.08.16,00:00,23:59,Margareten,2391,2284,4675,17.0,29.3,0.0,19,12.5
2022.08.16,00:00,23:59,Olympia,0,0,0,17.0,29.3,0.0,19,12.5
2022.08.17,00:00,23:59,Arnulf,1978,120,2098,16.1,31.9,1.9,61,11.6
2022.08.17,00:00,23:59,Erhardt,3550,3459,7009,16.1,31.9,1.9,61,11.6
2022.08.17,00:00,23:59,Hirsch,1144,1138,2282,16.1,31.9,1.9,61,11.6
2022.08.17,00:00,23:59,Kreuther,554,401,955,16.1,31.9,1.9,61,11.6
2022.08.17,00:00,23:59,Margareten,2359,2221,4580,16.1,31.9,1.9,61,11.6
2022.08.17,00:00,23:59,Olympia,0,0,0,16.1,31.9,1.9,61,11.6
2022.08.18,00:00,23:59,Arnulf,1622,75,1697,16.5,26.1,2.4,85,6.4
2022.08.18,00:00,23:59,Erhardt,2563,2633,5196,16.5,26.1,2.4,85,6.4
2022.08.18,00:00,23:59,Hirsch,895,952,1847,16.5,26.1,2.4,85,6.4
2022.08.18,00:00,23:59,Kreuther,424,332,756,16.5,26.1,2.4,85,6.4
2022.08.18,00:00,23:59,Margareten,1915,1911,3826,16.5,26.1,2.4,85,6.4
2022.08.18,00:00,23:59,Olympia,0,0,0,16.5,26.1,2.4,85,6.4
2022.08.19,00:00,23:59,Arnulf,757,67,824,16.9,22.0,8.1,98,1.6
2022.08.19,00:00,23:59,Erhardt,1109,1206,2315,16.9,22.0,8.1,98,1.6
2022.08.19,00:00,23:59,Hirsch,340,342,682,16.9,22.0,8.1,98,1.6
2022.08.19,00:00,23:59,Kreuther,186,157,343,16.9,22.0,8.1,98,1.6
2022.08.19,00:00,23:59,Margareten,1184,1150,2334,16.9,22.0,8.1,98,1.6
2022.08.19,00:00,23:59,Olympia,0,0,0,16.9,22.0,8.1,98,1.6
2022.08.20,00:00,23:59,Arnulf,508,33,541,16.2,20.7,24.9,96,0.2
2022.08.20,00:00,23:59,Erhardt,639,707,1346,16.2,20.7,24.9,96,0.2
2022.08.20,00:00,23:59,Hirsch,163,163,326,16.2,20.7,24.9,96,0.2
2022.08.20,00:00,23:59,Kreuther,104,90,194,16.2,20.7,24.9,96,0.2
2022.08.20,00:00,23:59,Margareten,874,822,1696,16.2,20.7,24.9,96,0.2
2022.08.20,00:00,23:59,Olympia,0,0,0,16.2,20.7,24.9,96,0.2
2022.08.21,00:00,23:59,Arnulf,1258,50,1308,14.3,24.7,0.0,19,10.7
2022.08.21,00:00,23:59,Erhardt,2609,2630,5239,14.3,24.7,0.0,19,10.7
2022.08.21,00:00,23:59,Hirsch,603,653,1256,14.3,24.7,0.0,19,10.7
2022.08.21,00:00,23:59,Kreuther,254,252,506,14.3,24.7,0.0,19,10.7
2022.08.21,00:00,23:59,Margareten,1392,1380,2772,14.3,24.7,0.0,19,10.7
2022.08.21,00:00,23:59,Olympia,0,0,0,14.3,24.7,0.0,19,10.7
2022.08.22,00:00,23:59,Arnulf,1573,79,1652,12.4,24.6,0.0,16,12.7
2022.08.22,00:00,23:59,Erhardt,2862,2916,5778,12.4,24.6,0.0,16,12.7
2022.08.22,00:00,23:59,Hirsch,1028,1054,2082,12.4,24.6,0.0,16,12.7
2022.08.22,00:00,23:59,Kreuther,456,383,839,12.4,24.6,0.0,16,12.7
2022.08.22,00:00,23:59,Margareten,2186,2077,4263,12.4,24.6,0.0,16,12.7
2022.08.22,00:00,23:59,Olympia,0,0,0,12.4,24.6,0.0,16,12.7
2022.08.23,00:00,23:59,Arnulf,1786,84,1870,11.3,25.8,0.0,0,13.3
2022.08.23,00:00,23:59,Erhardt,3428,3484,6912,11.3,25.8,0.0,0,13.3
2022.08.23,00:00,23:59,Hirsch,1168,1197,2365,11.3,25.8,0.0,0,13.3
2022.08.23,00:00,23:59,Kreuther,542,431,973,11.3,25.8,0.0,0,13.3
2022.08.23,00:00,23:59,Margareten,2375,2231,4606,11.3,25.8,0.0,0,13.3
2022.08.23,00:00,23:59,Olympia,0,0,0,11.3,25.8,0.0,0,13.3
2022.08.24,00:00,23:59,Arnulf,1841,66,1907,11.9,26.2,0.0,5,12.8
2022.08.24,00:00,23:59,Erhardt,3536,3459,6995,11.9,26.2,0.0,5,12.8
2022.08.24,00:00,23:59,Hirsch,1047,1104,2151,11.9,26.2,0.0,5,12.8
2022.08.24,00:00,23:59,Kreuther,545,415,960,11.9,26.2,0.0,5,12.8
2022.08.24,00:00,23:59,Margareten,2414,2294,4708,11.9,26.2,0.0,5,12.8
2022.08.24,00:00,23:59,Olympia,0,0,0,11.9,26.2,0.0,5,12.8
2022.08.25,00:00,23:59,Arnulf,1778,74,1852,14.8,28.4,0.0,53,11.6
2022.08.25,00:00,23:59,Erhardt,3323,3202,6525,14.8,28.4,0.0,53,11.6
2022.08.25,00:00,23:59,Hirsch,1033,1037,2070,14.8,28.4,0.0,53,11.6
2022.08.25,00:00,23:59,Kreuther,456,407,863,14.8,28.4,0.0,53,11.6
2022.08.25,00:00,23:59,Margareten,2223,2168,4391,14.8,28.4,0.0,53,11.6
2022.08.25,00:00,23:59,Olympia,0,0,0,14.8,28.4,0.0,53,11.6
2022.08.26,00:00,23:59,Arnulf,1368,71,1439,16.1,28.7,14.5,83,8.2
2022.08.26,00:00,23:59,Erhardt,2488,2437,4925,16.1,28.7,14.5,83,8.2
2022.08.26,00:00,23:59,Hirsch,700,705,1405,16.1,28.7,14.5,83,8.2
2022.08.26,00:00,23:59,Kreuther,355,304,659,16.1,28.7,14.5,83,8.2
2022.08.26,00:00,23:59,Margareten,1803,1842,3645,16.1,28.7,14.5,83,8.2
2022.08.26,00:00,23:59,Olympia,0,0,0,16.1,28.7,14.5,83,8.2
2022.08.27,00:00,23:59,Arnulf,1012,64,1076,16.4,24.6,14.6,94,3.2
2022.08.27,00:00,23:59,Erhardt,1464,1427,2891,16.4,24.6,14.6,94,3.2
2022.08.27,00:00,23:59,Hirsch,334,344,678,16.4,24.6,14.6,94,3.2
2022.08.27,00:00,23:59,Kreuther,215,190,405,16.4,24.6,14.6,94,3.2
2022.08.27,00:00,23:59,Margareten,1242,1184,2426,16.4,24.6,14.6,94,3.2
2022.08.27,00:00,23:59,Olympia,0,0,0,16.4,24.6,14.6,94,3.2
2022.08.28,00:00,23:59,Arnulf,559,40,599,15.2,20.8,10.7,78,1.3
2022.08.28,00:00,23:59,Erhardt,794,746,1540,15.2,20.8,10.7,78,1.3
2022.08.28,00:00,23:59,Hirsch,227,228,455,15.2,20.8,10.7,78,1.3
2022.08.28,00:00,23:59,Kreuther,76,63,139,15.2,20.8,10.7,78,1.3
2022.08.28,00:00,23:59,Margareten,657,619,1276,15.2,20.8,10.7,78,1.3
2022.08.28,00:00,23:59,Olympia,0,0,0,15.2,20.8,10.7,78,1.3
2022.08.29,00:00,23:59,Arnulf,1619,73,1692,13.6,25.2,0.0,28,10.8
2022.08.29,00:00,23:59,Erhardt,2805,2761,5566,13.6,25.2,0.0,28,10.8
2022.08.29,00:00,23:59,Hirsch,1018,995,2013,13.6,25.2,0.0,28,10.8
2022.08.29,00:00,23:59,Kreuther,468,369,837,13.6,25.2,0.0,28,10.8
2022.08.29,00:00,23:59,Margareten,2126,2074,4200,13.6,25.2,0.0,28,10.8
2022.08.29,00:00,23:59,Olympia,0,0,0,13.6,25.2,0.0,28,10.8
2022.08.30,00:00,23:59,Arnulf,1775,69,1844,13.5,26.9,0.0,39,12.4
2022.08.30,00:00,23:59,Erhardt,3520,3447,6967,13.5,26.9,0.0,39,12.4
2022.08.30,00:00,23:59,Hirsch,1135,1183,2318,13.5,26.9,0.0,39,12.4
2022.08.30,00:00,23:59,Kreuther,477,425,902,13.5,26.9,0.0,39,12.4
2022.08.30,00:00,23:59,Margareten,2427,2306,4733,13.5,26.9,0.0,39,12.4
2022.08.30,00:00,23:59,Olympia,0,0,0,13.5,26.9,0.0,39,12.4
2022.08.31,00:00,23:59,Arnulf,953,59,1012,14.5,19.7,3.7,99,0.1
2022.08.31,00:00,23:59,Erhardt,1501,1584,3085,14.5,19.7,3.7,99,0.1
2022.08.31,00:00,23:59,Hirsch,572,564,1136,14.5,19.7,3.7,99,0.1
2022.08.31,00:00,23:59,Kreuther,225,199,424,14.5,19.7,3.7,99,0.1
2022.08.31,00:00,23:59,Margareten,1356,1345,2701,14.5,19.7,3.7,99,0.1
